iShares Russell 2000 ETF
Fund Holdings as of,"Oct 21, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"279,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SPSC","SPS COMMERCE INC","Information Technology","Equity","103,263,283.44","0.15","103,263,283.44","913,511.00","113.04","United States","NASDAQ","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","102,869,430.44","0.15","102,869,430.44","5,032,751.00","20.44","United States","NASDAQ","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","Financials","Equity","102,494,410.20","0.15","102,494,410.20","4,043,172.00","25.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","102,199,119.75","0.15","102,199,119.75","4,492,269.00","22.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GKOS","GLAUKOS CORP","Health Care","Equity","101,818,363.92","0.15","101,818,363.92","1,341,834.00","75.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSCR","OSCAR HEALTH INC CLASS A","Financials","Equity","101,571,287.58","0.15","101,571,287.58","4,665,654.00","21.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRI","HERC HOLDINGS INC","Industrials","Equity","101,549,498.98","0.15","101,549,498.98","784,954.00","129.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","101,525,452.14","0.15","101,525,452.14","1,470,957.00","69.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBH","KB HOME","Consumer Discretionary","Equity","101,109,859.20","0.15","101,109,859.20","1,593,536.00","63.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","100,890,775.96","0.15","100,890,775.96","962,882.00","104.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URBN","URBAN OUTFITTERS INC","Consumer Discretionary","Equity","100,172,908.00","0.14","100,172,908.00","1,473,131.00","68.00","United States","NASDAQ","USD","1.00","USD","-"
"NUVL","NUVALENT INC CLASS A","Health Care","Equity","100,175,573.50","0.14","100,175,573.50","1,030,825.00","97.18","United States","NASDAQ","USD","1.00","USD","-"
"CALM","CAL MAINE FOODS INC","Consumer Staples","Equity","99,796,464.50","0.14","99,796,464.50","1,105,778.00","90.25","United States","NASDAQ","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","99,613,766.20","0.14","99,613,766.20","6,111,274.00","16.30","United States","NASDAQ","USD","1.00","USD","-"
"PJT","PJT PARTNERS INC CLASS A","Financials","Equity","99,366,095.55","0.14","99,366,095.55","561,549.00","176.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKYW","SKYWEST INC","Industrials","Equity","99,009,504.80","0.14","99,009,504.80","974,503.00","101.60","United States","NASDAQ","USD","1.00","USD","-"
"WAY","WAYSTAR HOLDING CORP","Health Care","Equity","98,901,144.16","0.14","98,901,144.16","2,635,958.00","37.52","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","98,651,993.70","0.14","98,651,993.70","1,251,770.00","78.81","United States","NASDAQ","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","Materials","Equity","98,212,473.00","0.14","98,212,473.00","1,015,116.00","96.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DORM","DORMAN PRODUCTS INC","Consumer Discretionary","Equity","98,127,416.87","0.14","98,127,416.87","662,173.00","148.19","United States","NASDAQ","USD","1.00","USD","-"
"AROC","ARCHROCK INC","Energy","Equity","97,635,741.30","0.14","97,635,741.30","3,960,882.00","24.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOVT","NOVANTA INC","Information Technology","Equity","97,399,333.00","0.14","97,399,333.00","861,941.00","113.00","United States","NASDAQ","USD","1.00","USD","-"
"PLXS","PLEXUS CORP","Information Technology","Equity","97,156,475.04","0.14","97,156,475.04","646,288.00","150.33","United States","NASDAQ","USD","1.00","USD","-"
"OSIS","OSI SYSTEMS INC","Information Technology","Equity","97,122,756.92","0.14","97,122,756.92","385,622.00","251.86","United States","NASDAQ","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","96,711,571.00","0.14","96,711,571.00","3,741,260.00","25.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","95,865,181.56","0.14","95,865,181.56","798,012.00","120.13","United States","NASDAQ","USD","1.00","USD","-"
"VRRM","VERRA MOBILITY CORP CLASS A","Industrials","Equity","95,526,495.80","0.14","95,526,495.80","3,856,540.00","24.77","United States","NASDAQ","USD","1.00","USD","-"
"CSW","CSW INDUSTRIALS INC","Industrials","Equity","94,919,942.81","0.14","94,919,942.81","389,543.00","243.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALE","ALLETE INC","Utilities","Equity","94,802,514.54","0.14","94,802,514.54","1,406,983.00","67.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNTH","LANTHEUS HOLDINGS INC","Health Care","Equity","94,437,936.20","0.14","94,437,936.20","1,636,706.00","57.70","United States","NASDAQ","USD","1.00","USD","-"
"PRAX","PRAXIS PRECISION MEDICINES INC","Health Care","Equity","94,201,084.86","0.14","94,201,084.86","495,743.00","190.02","United States","NASDAQ","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","94,000,691.20","0.14","94,000,691.20","951,424.00","98.80","United States","NASDAQ","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","93,852,258.65","0.13","93,852,258.65","1,497,085.00","62.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","93,450,565.87","0.13","93,450,565.87","2,359,267.00","39.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","92,951,162.50","0.13","92,951,162.50","1,308,250.00","71.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS INC","Health Care","Equity","92,835,639.10","0.13","92,835,639.10","2,166,526.00","42.85","United States","NASDAQ","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC TRUST","Real Estate","Equity","92,067,548.40","0.13","92,067,548.40","5,683,182.00","16.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","91,929,235.68","0.13","91,929,235.68","3,114,134.00","29.52","United States","NASDAQ","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Communication","Equity","91,517,803.02","0.13","91,517,803.02","2,393,874.00","38.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","91,354,522.80","0.13","91,354,522.80","1,736,778.00","52.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLNG","GOLAR LNG LTD","Energy","Equity","91,273,536.88","0.13","91,273,536.88","2,394,374.00","38.12","Norway","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP INC","Utilities","Equity","90,586,998.50","0.13","90,586,998.50","1,481,390.00","61.15","United States","NASDAQ","USD","1.00","USD","-"
"AKRO","AKERO THERAPEUTICS INC","Health Care","Equity","90,275,324.00","0.13","90,275,324.00","1,677,980.00","53.80","United States","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","Financials","Equity","89,752,557.93","0.13","89,752,557.93","1,098,697.00","81.69","United States","NASDAQ","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","89,655,612.84","0.13","89,655,612.84","6,823,106.00","13.14","United States","NASDAQ","USD","1.00","USD","-"
"AGX","ARGAN INC","Industrials","Equity","89,503,277.00","0.13","89,503,277.00","318,517.00","281.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATMU","ATMUS FILTRATION TECHNOLOGIES INC","Industrials","Equity","89,467,634.12","0.13","89,467,634.12","2,002,409.00","44.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","89,286,133.02","0.13","89,286,133.02","827,183.00","107.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUR","MURPHY OIL CORP","Energy","Equity","88,781,538.30","0.13","88,781,538.30","3,252,071.00","27.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","Materials","Equity","88,775,678.75","0.13","88,775,678.75","1,374,875.00","64.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","88,527,360.08","0.13","88,527,360.08","2,906,348.00","30.46","United States","NASDAQ","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","88,376,008.70","0.13","88,376,008.70","1,331,365.00","66.38","United States","NASDAQ","USD","1.00","USD","-"
"SKT","TANGER INC","Real Estate","Equity","88,368,106.55","0.13","88,368,106.55","2,706,527.00","32.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","88,339,099.68","0.13","88,339,099.68","1,242,288.00","71.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBC","EASTERN BANKSHARES INC","Financials","Equity","88,177,816.87","0.13","88,177,816.87","4,743,293.00","18.59","United States","NASDAQ","USD","1.00","USD","-"
"MHO","M I HOMES INC","Consumer Discretionary","Equity","88,145,579.50","0.13","88,145,579.50","628,265.00","140.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","87,680,851.96","0.13","87,680,851.96","2,901,418.00","30.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KFY","KORN FERRY","Industrials","Equity","87,337,709.64","0.13","87,337,709.64","1,245,724.00","70.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","87,287,564.07","0.13","87,287,564.07","933,457.00","93.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","86,937,495.48","0.12","86,937,495.48","9,958,476.00","8.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CORP CLASS A","Information Technology","Equity","86,759,048.16","0.12","86,759,048.16","4,462,914.00","19.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","86,278,409.28","0.12","86,278,409.28","217,611.00","396.48","United States","NASDAQ","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE INC","Real Estate","Equity","86,165,055.90","0.12","86,165,055.90","4,607,757.00","18.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","85,757,236.80","0.12","85,757,236.80","1,281,872.00","66.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEX","TEREX CORP","Industrials","Equity","85,721,326.47","0.12","85,721,326.47","1,558,853.00","54.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","85,391,350.20","0.12","85,391,350.20","457,470.00","186.66","United States","NASDAQ","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","85,361,450.86","0.12","85,361,450.86","3,265,549.00","26.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","85,128,457.71","0.12","85,128,457.71","11,245,503.00","7.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KAI","KADANT INC","Industrials","Equity","85,070,502.40","0.12","85,070,502.40","282,064.00","301.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFSI","PENNYMAC FINANCIAL SERVICES INC","Financials","Equity","84,987,034.45","0.12","84,987,034.45","702,895.00","120.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BTU","PEABODY ENERGY CORP","Energy","Equity","84,843,897.84","0.12","84,843,897.84","2,939,844.00","28.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NE","NOBLE CORPORATION PLC","Energy","Equity","84,741,856.55","0.12","84,741,856.55","3,031,909.00","27.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CALX","CALIX NETWORKS INC","Information Technology","Equity","84,655,474.56","0.12","84,655,474.56","1,422,303.00","59.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPO","EXPONENT INC","Industrials","Equity","84,611,800.16","0.12","84,611,800.16","1,210,123.00","69.92","United States","NASDAQ","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","84,055,948.35","0.12","84,055,948.35","7,290,195.00","11.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT INC","Real Estate","Equity","83,450,716.20","0.12","83,450,716.20","1,115,055.00","74.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TBBK","BANCORP INC","Financials","Equity","83,156,629.88","0.12","83,156,629.88","1,109,939.00","74.92","United States","NASDAQ","USD","1.00","USD","-"
"VSEC","VSE CORP","Industrials","Equity","83,049,888.90","0.12","83,049,888.90","488,730.00","169.93","United States","NASDAQ","USD","1.00","USD","-"
"FBP","FIRST BANCORP","Financials","Equity","82,485,309.90","0.12","82,485,309.90","3,911,110.00","21.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HASI","HA SUSTAINABLE INFRASTRUCTURE CAPI","Financials","Equity","82,001,791.44","0.12","82,001,791.44","2,883,326.00","28.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADMA","ADMA BIOLOGICS INC","Health Care","Equity","81,874,569.02","0.12","81,874,569.02","5,564,021.00","14.72","United States","NASDAQ","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","81,688,557.60","0.12","81,688,557.60","26,182,230.00","3.12","United States","NASDAQ","USD","1.00","USD","-"
"BGC","BGC GROUP INC CLASS A","Financials","Equity","81,387,209.57","0.12","81,387,209.57","8,760,733.00","9.29","United States","NASDAQ","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","81,367,507.80","0.12","81,367,507.80","978,210.00","83.18","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","81,342,185.89","0.12","81,342,185.89","77,567.00","1,048.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","81,336,641.77","0.12","81,336,641.77","1,179,989.00","68.93","United States","NASDAQ","USD","1.00","USD","-"
"FORM","FORMFACTOR INC","Information Technology","Equity","81,331,264.00","0.12","81,331,264.00","1,868,825.00","43.52","United States","NASDAQ","USD","1.00","USD","-"
"HCC","WARRIOR MET COAL INC","Materials","Equity","81,059,076.54","0.12","81,059,076.54","1,252,071.00","64.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MZTI","MARZETTI","Consumer Staples","Equity","80,619,352.38","0.12","80,619,352.38","482,202.00","167.19","United States","NASDAQ","USD","1.00","USD","-"
"PCH","POTLATCHDELTIC CORP","Real Estate","Equity","80,499,550.63","0.12","80,499,550.63","1,892,771.00","42.53","United States","NASDAQ","USD","1.00","USD","-"
"COMM","COMMSCOPE HOLDING INC","Information Technology","Equity","80,293,257.60","0.12","80,293,257.60","5,133,840.00","15.64","United States","NASDAQ","USD","1.00","USD","-"
"ASO","ACADEMY SPORTS AND OUTDOORS INC","Consumer Discretionary","Equity","80,297,517.65","0.12","80,297,517.65","1,590,995.00","50.47","United States","NASDAQ","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","79,927,248.80","0.11","79,927,248.80","229,465.00","348.32","United States","NASDAQ","USD","1.00","USD","-"
"AAP","ADVANCE AUTO PARTS INC","Consumer Discretionary","Equity","79,755,177.90","0.11","79,755,177.90","1,441,185.00","55.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","79,674,156.12","0.11","79,674,156.12","4,456,049.00","17.88","United States","NASDAQ","USD","1.00","USD","-"
"FUL","HB FULLER","Materials","Equity","79,084,925.18","0.11","79,084,925.18","1,311,742.00","60.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","78,748,284.74","0.11","78,748,284.74","2,264,183.00","34.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","Real Estate","Equity","78,254,068.76","0.11","78,254,068.76","2,767,117.00","28.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","78,245,871.85","0.11","78,245,871.85","1,133,177.00","69.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
