iShares Russell 2000 ETF
Fund Holdings as of,"Oct 21, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"279,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","54,019,007.68","0.08","54,019,007.68","3,185,083.00","16.96","United States","NASDAQ","USD","1.00","USD","-"
"OII","OCEANEERING INTERNATIONAL INC","Energy","Equity","54,006,171.00","0.08","54,006,171.00","2,284,525.00","23.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBG","HUB GROUP INC CLASS A","Industrials","Equity","53,832,314.88","0.08","53,832,314.88","1,450,224.00","37.12","United States","NASDAQ","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","53,744,610.92","0.08","53,744,610.92","8,796,172.00","6.11","United States","NASDAQ","USD","1.00","USD","-"
"AI","C3 AI INC CLASS A","Information Technology","Equity","53,651,199.91","0.08","53,651,199.91","2,943,017.00","18.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROCK","GIBRALTAR INDUSTRIES INC","Industrials","Equity","53,234,905.68","0.08","53,234,905.68","713,796.00","74.58","United States","NASDAQ","USD","1.00","USD","-"
"TRMK","TRUSTMARK CORP","Financials","Equity","53,198,703.36","0.08","53,198,703.36","1,394,096.00","38.16","United States","NASDAQ","USD","1.00","USD","-"
"HI","HILLENBRAND INC","Industrials","Equity","53,193,317.37","0.08","53,193,317.37","1,689,213.00","31.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LCII","LCI INDUSTRIES","Consumer Discretionary","Equity","53,183,938.48","0.08","53,183,938.48","588,839.00","90.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRVL","CORVEL CORP","Health Care","Equity","53,067,527.38","0.08","53,067,527.38","694,874.00","76.37","United States","NASDAQ","USD","1.00","USD","-"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","53,060,945.44","0.08","53,060,945.44","664,591.00","79.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARQT","ARCUTIS BIOTHERAPEUTICS INC","Health Care","Equity","52,947,234.72","0.08","52,947,234.72","2,565,273.00","20.64","United States","NASDAQ","USD","1.00","USD","-"
"WWW","WOLVERINE WORLD WIDE INC","Consumer Discretionary","Equity","52,905,545.82","0.08","52,905,545.82","1,944,342.00","27.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","52,783,031.13","0.08","52,783,031.13","434,321.00","121.53","United States","NASDAQ","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","52,452,271.24","0.08","52,452,271.24","1,672,052.00","31.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","52,345,942.66","0.08","52,345,942.66","877,993.00","59.62","United States","NASDAQ","USD","1.00","USD","-"
"MCY","MERCURY GENERAL CORP","Financials","Equity","52,135,919.00","0.07","52,135,919.00","652,025.00","79.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRME","FIRST MERCHANTS CORP","Financials","Equity","51,949,947.40","0.07","51,949,947.40","1,407,095.00","36.92","United States","NASDAQ","USD","1.00","USD","-"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Financials","Equity","51,893,938.48","0.07","51,893,938.48","4,131,683.00","12.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BUR","BURFORD CAPITAL LTD","Financials","Equity","51,877,672.04","0.07","51,877,672.04","4,852,916.00","10.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","51,756,281.28","0.07","51,756,281.28","821,007.00","63.04","United States","NASDAQ","USD","1.00","USD","-"
"BANC","BANC OF CALIFORNIA INC","Financials","Equity","51,684,782.76","0.07","51,684,782.76","3,080,142.00","16.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING INC","Information Technology","Equity","51,430,304.00","0.07","51,430,304.00","3,214,394.00","16.00","United States","NASDAQ","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","51,302,704.68","0.07","51,302,704.68","2,360,916.00","21.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BTDR","BITDEER TECHNOLOGIES GROUP CLASS A","Information Technology","Equity","51,084,499.32","0.07","51,084,499.32","2,158,196.00","23.67","Singapore","NASDAQ","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","51,037,618.96","0.07","51,037,618.96","743,122.00","68.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XMTR","XOMETRY INC CLASS A","Industrials","Equity","50,975,218.15","0.07","50,975,218.15","1,049,953.00","48.55","United States","NASDAQ","USD","1.00","USD","-"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","50,914,865.79","0.07","50,914,865.79","8,443,593.00","6.03","United States","NASDAQ","USD","1.00","USD","-"
"DAVE","DAVE INC CLASS A","Financials","Equity","50,745,069.60","0.07","50,745,069.60","224,139.00","226.40","United States","NASDAQ","USD","1.00","USD","-"
"PHIN","PHINIA INC","Consumer Discretionary","Equity","50,138,372.62","0.07","50,138,372.62","924,721.00","54.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASGN","ASGN INC","Information Technology","Equity","50,027,572.14","0.07","50,027,572.14","1,041,807.00","48.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","50,020,549.72","0.07","50,020,549.72","1,227,197.00","40.76","United States","NASDAQ","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","49,997,684.52","0.07","49,997,684.52","2,903,466.00","17.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOG","NORTHERN OIL AND GAS INC","Energy","Equity","49,972,145.80","0.07","49,972,145.80","2,335,147.00","21.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","49,756,830.40","0.07","49,756,830.40","4,202,435.00","11.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","49,634,772.66","0.07","49,634,772.66","4,217,058.00","11.77","United States","NASDAQ","USD","1.00","USD","-"
"TIC","TIC SOLUTIONS INC","Industrials","Equity","49,564,065.49","0.07","49,564,065.49","4,086,073.00","12.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COGT","COGENT BIOSCIENCES INC","Health Care","Equity","49,475,349.30","0.07","49,475,349.30","3,119,505.00","15.86","United States","NASDAQ","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","49,365,636.60","0.07","49,365,636.60","1,237,234.00","39.90","United States","NASDAQ","USD","1.00","USD","-"
"BBAI","BIGBEAR.AI HOLDINGS INC","Information Technology","Equity","49,223,848.68","0.07","49,223,848.68","6,952,521.00","7.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPWK","UPWORK INC","Industrials","Equity","49,206,842.72","0.07","49,206,842.72","2,953,592.00","16.66","United States","NASDAQ","USD","1.00","USD","-"
"YELP","YELP INC","Communication","Equity","49,196,960.70","0.07","49,196,960.70","1,477,830.00","33.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","49,087,411.10","0.07","49,087,411.10","878,129.00","55.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","48,905,714.77","0.07","48,905,714.77","884,851.00","55.27","United States","NASDAQ","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","48,794,806.80","0.07","48,794,806.80","247,790.00","196.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVTS","NAVITAS SEMICONDUCTOR CORP","Information Technology","Equity","48,531,374.01","0.07","48,531,374.01","3,228,967.00","15.03","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","48,463,816.61","0.07","48,463,816.61","1,624,667.00","29.83","United States","NASDAQ","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","48,425,925.60","0.07","48,425,925.60","2,051,946.00","23.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","48,264,376.08","0.07","48,264,376.08","3,612,603.00","13.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","48,247,912.69","0.07","48,247,912.69","2,055,727.00","23.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DK","DELEK US HOLDINGS INC","Energy","Equity","48,233,565.84","0.07","48,233,565.84","1,432,113.00","33.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HNI","HNI CORP","Industrials","Equity","48,223,476.01","0.07","48,223,476.01","1,086,359.00","44.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBT","BEACON FINANCIAL CORP","Financials","Equity","48,131,483.70","0.07","48,131,483.70","1,997,157.00","24.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","47,978,931.00","0.07","47,978,931.00","671,034.00","71.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVPT","AVEPOINT INC CLASS A","Information Technology","Equity","47,920,752.18","0.07","47,920,752.18","3,207,547.00","14.94","United States","NASDAQ","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","47,776,784.16","0.07","47,776,784.16","554,448.00","86.17","United States","NASDAQ","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","47,747,889.20","0.07","47,747,889.20","2,284,588.00","20.90","United States","NASDAQ","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","47,676,270.67","0.07","47,676,270.67","977,173.00","48.79","United States","NASDAQ","USD","1.00","USD","-"
"PLUS","EPLUS","Information Technology","Equity","47,616,193.55","0.07","47,616,193.55","640,433.00","74.35","United States","NASDAQ","USD","1.00","USD","-"
"PRGS","PROGRESS SOFTWARE CORP","Information Technology","Equity","47,607,939.89","0.07","47,607,939.89","1,026,697.00","46.37","United States","NASDAQ","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","47,584,015.48","0.07","47,584,015.48","2,829,014.00","16.82","United States","NASDAQ","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","47,588,946.93","0.07","47,588,946.93","2,604,759.00","18.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKD","BROOKDALE SENIOR LIVING INC","Health Care","Equity","47,572,316.40","0.07","47,572,316.40","5,525,240.00","8.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","47,563,878.24","0.07","47,563,878.24","672,376.00","70.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Communication","Equity","47,505,355.85","0.07","47,505,355.85","1,075,999.00","44.15","United States","NASDAQ","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","47,471,594.25","0.07","47,471,594.25","2,041,789.00","23.25","United States","NASDAQ","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","47,410,601.40","0.07","47,410,601.40","1,552,410.00","30.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","47,351,857.95","0.07","47,351,857.95","1,872,355.00","25.29","United States","NASDAQ","USD","1.00","USD","-"
"TWST","TWIST BIOSCIENCE CORP","Health Care","Equity","47,242,208.79","0.07","47,242,208.79","1,414,861.00","33.39","United States","NASDAQ","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","47,006,923.89","0.07","47,006,923.89","1,207,473.00","38.93","United States","NASDAQ","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","46,979,322.00","0.07","46,979,322.00","757,731.00","62.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","46,969,830.18","0.07","46,969,830.18","678,951.00","69.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENVX","ENOVIX CORP","Industrials","Equity","46,695,399.00","0.07","46,695,399.00","3,940,540.00","11.85","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","46,630,243.08","0.07","46,630,243.08","1,105,506.00","42.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS CORP","Industrials","Equity","46,491,944.38","0.07","46,491,944.38","4,778,206.00","9.73","United States","NASDAQ","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","46,485,170.16","0.07","46,485,170.16","556,842.00","83.48","United States","NASDAQ","USD","1.00","USD","-"
"CUBI","CUSTOMERS BANCORP INC","Financials","Equity","46,471,936.51","0.07","46,471,936.51","715,283.00","64.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELC","CELCUITY INC","Health Care","Equity","46,293,697.00","0.07","46,293,697.00","706,774.00","65.50","United States","NASDAQ","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","46,185,791.74","0.07","46,185,791.74","3,852,026.00","11.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","46,071,452.16","0.07","46,071,452.16","248,016.00","185.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","45,840,707.07","0.07","45,840,707.07","1,712,391.00","26.77","United States","NASDAQ","USD","1.00","USD","-"
"LC","LENDINGCLUB CORP","Financials","Equity","45,827,580.48","0.07","45,827,580.48","2,740,884.00","16.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","Consumer Discretionary","Equity","45,800,437.50","0.07","45,800,437.50","2,801,250.00","16.35","United States","NASDAQ","USD","1.00","USD","-"
"JOE","ST JOE","Real Estate","Equity","45,583,996.80","0.07","45,583,996.80","926,504.00","49.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABR","ARBOR REALTY TRUST REIT INC","Financials","Equity","45,278,960.00","0.07","45,278,960.00","3,837,200.00","11.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRSL","BRIGHTSTAR LOTTERY PLC","Consumer Discretionary","Equity","45,263,605.14","0.07","45,263,605.14","2,699,082.00","16.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","45,246,043.65","0.07","45,246,043.65","963,707.00","46.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OI","O I GLASS INC","Materials","Equity","45,228,636.68","0.07","45,228,636.68","3,716,404.00","12.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SDRL","SEADRILL LTD","Energy","Equity","45,202,869.90","0.06","45,202,869.90","1,514,334.00","29.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","45,031,214.80","0.06","45,031,214.80","6,298,072.00","7.15","United States","NASDAQ","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","45,013,315.15","0.06","45,013,315.15","682,537.00","65.95","United States","NASDAQ","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","44,926,157.50","0.06","44,926,157.50","500,570.00","89.75","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","44,795,692.80","0.06","44,795,692.80","1,008,912.00","44.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","44,719,298.82","0.06","44,719,298.82","335,202.00","133.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","44,712,230.85","0.06","44,712,230.85","2,628,585.00","17.01","United States","NASDAQ","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE INC","Materials","Equity","44,707,086.00","0.06","44,707,086.00","282,420.00","158.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNET","TRINET GROUP INCINARY","Industrials","Equity","44,669,861.28","0.06","44,669,861.28","721,296.00","61.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","44,579,044.72","0.06","44,579,044.72","595,658.00","74.84","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","44,483,083.12","0.06","44,483,083.12","799,624.00","55.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","Health Care","Equity","44,412,184.50","0.06","44,412,184.50","1,377,122.00","32.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","44,378,132.26","0.06","44,378,132.26","1,557,674.00","28.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETNB","89BIO INC","Health Care","Equity","44,307,766.40","0.06","44,307,766.40","2,993,768.00","14.80","United States","NASDAQ","USD","1.00","USD","-"
"VCEL","VERICEL CORP","Health Care","Equity","44,141,022.90","0.06","44,141,022.90","1,211,002.00","36.45","United States","NASDAQ","USD","1.00","USD","-"
"APGE","APOGEE THERAPEUTICS INC","Health Care","Equity","43,943,263.49","0.06","43,943,263.49","786,527.00","55.87","United States","NASDAQ","USD","1.00","USD","-"
"DYN","DYNE THERAPEUTICS INC","Health Care","Equity","43,879,707.00","0.06","43,879,707.00","2,619,684.00","16.75","United States","NASDAQ","USD","1.00","USD","-"
"INSW","INTERNATIONAL SEAWAYS INC","Energy","Equity","43,785,941.16","0.06","43,785,941.16","967,859.00","45.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","Equity","43,708,075.00","0.06","43,708,075.00","1,308,625.00","33.40","United States","NASDAQ","USD","1.00","USD","-"
"IPAR","INTERPARFUMS INC","Consumer Staples","Equity","43,690,274.39","0.06","43,690,274.39","440,293.00","99.23","United States","NASDAQ","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","43,651,937.75","0.06","43,651,937.75","1,564,025.00","27.91","United States","NASDAQ","USD","1.00","USD","-"
"NTST","NETSTREIT CORP","Real Estate","Equity","43,567,733.28","0.06","43,567,733.28","2,277,456.00","19.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPHR","SPHERE ENTERTAINMENT CLASS A","Communication","Equity","43,544,488.88","0.06","43,544,488.88","667,144.00","65.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRCT","PROCEPT BIOROBOTICS CORP","Health Care","Equity","43,481,996.62","0.06","43,481,996.62","1,256,342.00","34.61","United States","NASDAQ","USD","1.00","USD","-"
"MQ","MARQETA INC CLASS A","Financials","Equity","43,463,456.52","0.06","43,463,456.52","9,326,922.00","4.66","United States","NASDAQ","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","43,425,683.00","0.06","43,425,683.00","605,236.00","71.75","United States","NASDAQ","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Industrials","Equity","43,428,813.81","0.06","43,428,813.81","758,847.00","57.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARLO","ARLO TECHNOLOGIES INC","Information Technology","Equity","43,294,804.56","0.06","43,294,804.56","2,397,276.00","18.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","43,193,505.60","0.06","43,193,505.60","947,226.00","45.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATEC","ALPHATEC HOLDNGS INC","Health Care","Equity","43,120,085.50","0.06","43,120,085.50","2,781,941.00","15.50","United States","NASDAQ","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","43,112,879.46","0.06","43,112,879.46","1,226,889.00","35.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","42,939,070.40","0.06","42,939,070.40","2,618,236.00","16.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","Real Estate","Equity","42,926,789.48","0.06","42,926,789.48","4,655,834.00","9.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEI","SOLARIS OILFIELD INFRASTRUCTURE IN","Energy","Equity","42,906,833.71","0.06","42,906,833.71","875,471.00","49.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","42,900,876.50","0.06","42,900,876.50","632,290.00","67.85","United States","NASDAQ","USD","1.00","USD","-"
"ATRC","ATRICURE INC","Health Care","Equity","42,894,322.00","0.06","42,894,322.00","1,159,306.00","37.00","United States","NASDAQ","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES CORP","Materials","Equity","42,793,349.15","0.06","42,793,349.15","1,804,865.00","23.71","United States","NASDAQ","USD","1.00","USD","-"
"FIVN","FIVE9 INC","Information Technology","Equity","42,767,370.00","0.06","42,767,370.00","1,849,000.00","23.13","United States","NASDAQ","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","42,754,166.08","0.06","42,754,166.08","1,019,899.00","41.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARCB","ARCBEST CORP","Industrials","Equity","42,605,792.84","0.06","42,605,792.84","552,676.00","77.09","United States","NASDAQ","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","42,601,236.72","0.06","42,601,236.72","3,446,702.00","12.36","United States","NASDAQ","USD","1.00","USD","-"
"DEI","DOUGLAS EMMETT REIT INC","Real Estate","Equity","42,520,080.90","0.06","42,520,080.90","3,216,345.00","13.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","42,330,210.78","0.06","42,330,210.78","759,014.00","55.77","United States","NASDAQ","USD","1.00","USD","-"
"SHLS","SHOALS TECHNOLOGIES GROUP INC CLAS","Industrials","Equity","42,323,102.72","0.06","42,323,102.72","4,038,464.00","10.48","United States","NASDAQ","USD","1.00","USD","-"
"NIC","NICOLET BANKSHARES INC","Financials","Equity","42,196,304.80","0.06","42,196,304.80","326,092.00","129.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","42,060,639.32","0.06","42,060,639.32","1,056,004.00","39.83","United States","NASDAQ","USD","1.00","USD","-"
"KMT","KENNAMETAL INC","Industrials","Equity","41,963,431.00","0.06","41,963,431.00","1,824,497.00","23.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BATRK","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","41,880,677.34","0.06","41,880,677.34","1,052,014.00","39.81","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","41,839,912.10","0.06","41,839,912.10","321,895.00","129.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKE","BUCKLE INC","Consumer Discretionary","Equity","41,813,007.30","0.06","41,813,007.30","759,546.00","55.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","Equity","41,762,433.87","0.06","41,762,433.87","2,661,723.00","15.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","41,705,422.00","0.06","41,705,422.00","719,059.00","58.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSP","INSPERITY INC","Industrials","Equity","41,549,082.70","0.06","41,549,082.70","867,413.00","47.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANIP","ANI PHARMACEUTICALS INC","Health Care","Equity","41,435,265.74","0.06","41,435,265.74","434,423.00","95.38","United States","NASDAQ","USD","1.00","USD","-"
"DX","DYNEX CAPITAL REIT INC","Financials","Equity","41,396,409.66","0.06","41,396,409.66","3,114,854.00","13.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","41,208,609.06","0.06","41,208,609.06","782,541.00","52.66","United States","NASDAQ","USD","1.00","USD","-"
"PCT","PURECYCLE TECHNOLOGIES INC","Materials","Equity","40,903,718.31","0.06","40,903,718.31","3,115,287.00","13.13","United States","NASDAQ","USD","1.00","USD","-"
"MLYS","MINERALYS THERAPEUTICS INC","Health Care","Equity","40,855,277.29","0.06","40,855,277.29","942,017.00","43.37","United States","NASDAQ","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","40,566,959.70","0.06","40,566,959.70","864,046.00","46.95","United States","NASDAQ","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","40,568,893.29","0.06","40,568,893.29","6,727,843.00","6.03","United States","NASDAQ","USD","1.00","USD","-"
"GTX","GARRETT MOTION INC","Consumer Discretionary","Equity","40,546,533.32","0.06","40,546,533.32","3,238,541.00","12.52","United States","NASDAQ","USD","1.00","USD","-"
"VERX","VERTEX INC CLASS A","Information Technology","Equity","40,534,700.02","0.06","40,534,700.02","1,562,633.00","25.94","United States","NASDAQ","USD","1.00","USD","-"
"VRDN","VIRIDIAN THERAPEUTICS ORS INC","Health Care","Equity","40,378,148.44","0.06","40,378,148.44","1,681,022.00","24.02","United States","NASDAQ","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY REIT","Real Estate","Equity","40,360,635.15","0.06","40,360,635.15","5,167,815.00","7.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","40,212,877.80","0.06","40,212,877.80","334,105.00","120.36","United States","NASDAQ","USD","1.00","USD","-"
"ICFI","ICF INTERNATIONAL INC","Industrials","Equity","40,209,227.41","0.06","40,209,227.41","440,939.00","91.19","United States","NASDAQ","USD","1.00","USD","-"
"RSI","RUSH STREET INTERACTIVE INC CLASS","Consumer Discretionary","Equity","40,191,037.26","0.06","40,191,037.26","2,141,238.00","18.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENR","ENERGIZER HOLDINGS INC","Consumer Staples","Equity","40,182,696.84","0.06","40,182,696.84","1,596,452.00","25.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
